step,train_loss,train_acc,dev_loss,dev_acc
0,26.535991668701172,0.144,34.94307327270508,0.14842857142857144
100,1.5702601671218872,0.59675,1.5426372289657593,0.59
200,1.1951673030853271,0.65125,1.1915282011032104,0.6507142857142857
300,1.1830847263336182,0.6685,1.0331352949142456,0.6742857142857143
400,0.9527579545974731,0.71425,0.9191784262657166,0.7144285714285714
500,0.4764450192451477,0.72925,0.8693926334381104,0.7235714285714285
600,1.032810091972351,0.7075,0.9130109548568726,0.721
700,0.4701763093471527,0.73325,0.8392212390899658,0.7295714285714285
800,0.5996462106704712,0.7435,0.8042469024658203,0.7432857142857143
900,1.0034422874450684,0.7635,0.7986631989479065,0.7522857142857143
1000,0.7067337036132812,0.759,0.7680371999740601,0.7517142857142857
1100,0.7276662588119507,0.7475,0.7736995816230774,0.7508571428571429
1200,0.7060126066207886,0.758,0.7917075753211975,0.7518571428571429
1300,0.6263435482978821,0.75325,0.7365790605545044,0.7465714285714286
1400,0.8372347950935364,0.72825,0.7681525349617004,0.7382857142857143
1500,0.3825278878211975,0.76125,0.6990763545036316,0.7645714285714286
1600,0.8359698057174683,0.77875,0.7135932445526123,0.7701428571428571
1700,0.6933367848396301,0.75025,0.7838476300239563,0.7562857142857143
1800,1.040676236152649,0.76875,0.7268590927124023,0.7715714285714286
1900,0.7213729023933411,0.7575,0.7271627187728882,0.7647142857142857
2000,0.7140024900436401,0.7545,0.7910988926887512,0.7507142857142857
