step,train_loss,train_acc,dev_loss,dev_acc
0,54.69626998901367,0.14325,41.19178009033203,0.13957142857142857
100,1.8120027780532837,0.434,1.477388620376587,0.43414285714285716
200,1.3438537120819092,0.456,1.4210810661315918,0.4755714285714286
300,1.457163691520691,0.48175,1.3221436738967896,0.48614285714285715
400,1.529512643814087,0.4785,1.3421590328216553,0.476
500,1.5190281867980957,0.4745,1.3086248636245728,0.48528571428571426
600,2.016526937484741,0.48175,1.342767596244812,0.4938571428571429
700,1.108045220375061,0.52025,1.2627114057540894,0.5105714285714286
800,0.902798056602478,0.512,1.2387933731079102,0.5161428571428571
900,1.0791289806365967,0.5405,1.2086237668991089,0.5318571428571428
1000,1.3312329053878784,0.6095,1.1354451179504395,0.6037142857142858
1100,1.0264317989349365,0.6025,1.0786675214767456,0.6178571428571429
1200,1.0334961414337158,0.60975,1.0702464580535889,0.6171428571428571
1300,1.35550856590271,0.6095,1.0739707946777344,0.6247142857142857
1400,0.7992534041404724,0.6445,1.0417917966842651,0.639
1500,0.9358814358711243,0.619,1.0478688478469849,0.6277142857142857
1600,1.0091941356658936,0.6935,0.9783909916877747,0.694
1700,0.781741738319397,0.7375,0.8347226977348328,0.7195714285714285
1800,1.0249395370483398,0.7305,0.7999421954154968,0.7368571428571429
1900,0.5737622976303101,0.7375,0.7843672037124634,0.7304285714285714
2000,0.9083455204963684,0.7535,0.7539685964584351,0.7517142857142857
2100,1.1141470670700073,0.76525,0.8031209707260132,0.7552857142857143
2200,0.701064944267273,0.7585,0.7639402747154236,0.7504285714285714
2300,0.6971380114555359,0.75375,0.7310751676559448,0.7511428571428571
2400,0.9709230661392212,0.78075,0.6737478971481323,0.7758571428571429
2500,0.4228106141090393,0.7605,0.7309510111808777,0.765
2600,0.5018649101257324,0.7555,0.7585077881813049,0.754
2700,0.6100708842277527,0.77175,0.6713007092475891,0.7727142857142857
2800,0.6075798869132996,0.7855,0.652989387512207,0.7832857142857143
2900,0.920820415019989,0.787,0.6436681747436523,0.7868571428571428
3000,1.3693397045135498,0.7615,0.6719117760658264,0.7771428571428571
3100,0.48761337995529175,0.77175,0.6690053939819336,0.775
3200,0.7580832242965698,0.7865,0.6763799786567688,0.7802857142857142
3300,0.6896553635597229,0.78125,0.6871216297149658,0.7837142857142857
3400,0.7003120183944702,0.7935,0.6498810648918152,0.7898571428571428
3500,0.6748679280281067,0.77675,0.6443101167678833,0.7837142857142857
3600,0.7037363052368164,0.7645,0.6807821393013,0.768
3700,0.4241553246974945,0.7905,0.7014262676239014,0.7837142857142857
3800,0.486966609954834,0.79775,0.6588018536567688,0.7824285714285715
3900,0.43097376823425293,0.77375,0.712013304233551,0.7687142857142857
4000,0.7732535600662231,0.78425,0.6412190794944763,0.7764285714285715
