step,train_loss,train_acc,dev_loss,dev_acc
0,27.636260986328125,0.11275,35.705528259277344,0.10857142857142857
100,1.4835211038589478,0.5645,1.5060964822769165,0.5611428571428572
200,1.2116256952285767,0.63475,1.1103193759918213,0.6444285714285715
300,1.1970813274383545,0.689,0.9902320504188538,0.6918571428571428
400,0.9400208592414856,0.7085,0.9251035451889038,0.6941428571428572
500,0.6432704925537109,0.6945,0.9744601249694824,0.701
600,0.8313878178596497,0.719,0.8353419899940491,0.7271428571428571
700,0.6946989297866821,0.74975,0.7959836721420288,0.7407142857142858
800,0.7393376231193542,0.747,0.7695294618606567,0.7435714285714285
900,0.8598671555519104,0.762,0.7615715265274048,0.7518571428571429
1000,0.6543720364570618,0.7565,0.7798253297805786,0.735
1100,0.6464594006538391,0.72625,0.8158957958221436,0.731
1200,0.6843164563179016,0.761,0.7575971484184265,0.7508571428571429
1300,0.7429279088973999,0.7435,0.7508483529090881,0.7455714285714286
1400,0.8433759808540344,0.754,0.7524263262748718,0.7487142857142857
1500,0.8304624557495117,0.76025,0.7098706960678101,0.7571428571428571
1600,0.6792578101158142,0.75975,0.7395657896995544,0.758
1700,0.6750190854072571,0.77825,0.711135745048523,0.7607142857142857
1800,0.7814108729362488,0.7665,0.675209641456604,0.7727142857142857
1900,0.7761824727058411,0.76975,0.7381148338317871,0.7527142857142857
