step,train_loss,train_acc,dev_loss,dev_acc
0,9.077573776245117,0.095,26.107511520385742,0.09757142857142857
100,0.7361860275268555,0.7805,0.6343753933906555,0.7751428571428571
200,0.5681664943695068,0.83525,0.4961478114128113,0.829
300,0.4963110685348511,0.8655,0.4453011751174927,0.852
400,0.3195509612560272,0.872,0.45277929306030273,0.8505714285714285
500,0.3567154109477997,0.88275,0.4148027300834656,0.8585714285714285
600,0.2519228756427765,0.889,0.3979959189891815,0.8632857142857143
700,0.24681685864925385,0.88675,0.39649713039398193,0.8671428571428571
800,0.2200535386800766,0.8925,0.41377848386764526,0.865
900,0.27805057168006897,0.90425,0.3782895505428314,0.8687142857142857
1000,0.33315688371658325,0.90875,0.39357638359069824,0.8685714285714285
1100,0.24141357839107513,0.90575,0.3854655623435974,0.8754285714285714
1200,0.267349511384964,0.9105,0.38369220495224,0.8735714285714286
1300,0.22925077378749847,0.91475,0.3905178904533386,0.8754285714285714
1400,0.2379620373249054,0.922,0.36958208680152893,0.8777142857142857
1500,0.2748495936393738,0.91625,0.3814409077167511,0.878
1600,0.17497511208057404,0.9325,0.38259008526802063,0.8804285714285714
1700,0.1860552877187729,0.93525,0.38157185912132263,0.8807142857142857
1800,0.16495157778263092,0.92375,0.38378965854644775,0.8807142857142857
1900,0.18016240000724792,0.93525,0.3923671543598175,0.8852857142857142
2000,0.18850959837436676,0.9365,0.3944936990737915,0.8812857142857143
2100,0.25374671816825867,0.93525,0.39928460121154785,0.8754285714285714
2200,0.11468122899532318,0.93425,0.401933491230011,0.8818571428571429
2300,0.1759985238313675,0.9365,0.40711069107055664,0.8778571428571429
2400,0.222564235329628,0.94125,0.40065905451774597,0.8811428571428571
2500,0.11769569665193558,0.94725,0.40476998686790466,0.8834285714285715
2600,0.1336730271577835,0.9425,0.41019830107688904,0.8828571428571429
2700,0.138453409075737,0.9405,0.4208029508590698,0.8774285714285714
2800,0.1383705735206604,0.948,0.3977891206741333,0.883
2900,0.14068500697612762,0.94725,0.4303440749645233,0.8837142857142857
3000,0.11147060990333557,0.952,0.42741888761520386,0.8838571428571429
