step,train_loss,train_acc,dev_loss,dev_acc
0,8.616785049438477,0.09725,23.09233283996582,0.10085714285714285
100,1.111734390258789,0.72275,0.8149500489234924,0.7091428571428572
200,1.0697572231292725,0.76875,0.6545817255973816,0.7707142857142857
300,0.32671302556991577,0.79,0.5920446515083313,0.7907142857142857
400,0.5977665185928345,0.81275,0.5649111866950989,0.8005714285714286
500,0.22909045219421387,0.81275,0.5663257241249084,0.8025714285714286
600,0.7241424918174744,0.8025,0.5648680329322815,0.8017142857142857
700,0.21709033846855164,0.8265,0.5063617825508118,0.8232857142857143
800,0.3905855119228363,0.8235,0.5198115110397339,0.8164285714285714
900,0.43477863073349,0.8325,0.5173830986022949,0.8245714285714286
1000,0.6401238441467285,0.846,0.510597825050354,0.8241428571428572
1100,0.49517518281936646,0.8355,0.4985336661338806,0.8282857142857143
1200,0.3136194348335266,0.83725,0.4765733480453491,0.8351428571428572
1300,0.5175425410270691,0.84875,0.4717825651168823,0.8467142857142858
1400,0.41183775663375854,0.844,0.4520992338657379,0.8471428571428572
1500,0.29447904229164124,0.84425,0.45195475220680237,0.8435714285714285
1600,0.6103427410125732,0.85075,0.44458290934562683,0.8427142857142857
1700,0.6509416699409485,0.86275,0.455702006816864,0.8501428571428571
1800,0.8910768628120422,0.8485,0.44727420806884766,0.8495714285714285
1900,0.669641375541687,0.84525,0.47033900022506714,0.8398571428571429
2000,0.47995123267173767,0.86275,0.4402703642845154,0.8524285714285714
2100,0.28611403703689575,0.8635,0.4395488202571869,0.8414285714285714
2200,0.2564171254634857,0.8565,0.47104188799858093,0.8378571428571429
2300,0.2949952185153961,0.83725,0.46654120087623596,0.8335714285714285
2400,0.4882051944732666,0.83825,0.4433090090751648,0.842
2500,0.3399076461791992,0.8465,0.4578019976615906,0.8407142857142857
2600,0.35557517409324646,0.85975,0.4279535710811615,0.8552857142857143
2700,0.36503154039382935,0.85975,0.42490118741989136,0.8532857142857143
2800,0.12859204411506653,0.859,0.4373474717140198,0.8538571428571429
2900,0.8413244485855103,0.85825,0.44615504145622253,0.8471428571428572
3000,0.6316439509391785,0.83325,0.5413998961448669,0.8214285714285714
