step,train_loss,train_acc,dev_loss,dev_acc
0,32.371761322021484,0.05575,28.17831039428711,0.05042857142857143
100,2.384732484817505,0.1285,2.3877923488616943,0.12614285714285714
200,2.3737704753875732,0.12225,2.32570743560791,0.12114285714285715
300,2.3530428409576416,0.13125,2.3063926696777344,0.12442857142857143
400,2.3006272315979004,0.1345,2.2914183139801025,0.12885714285714286
500,2.3072195053100586,0.15425,2.264298439025879,0.15342857142857144
600,2.2536091804504395,0.16625,2.215827226638794,0.178
700,2.073760509490967,0.20775,2.175272226333618,0.205
800,2.2537763118743896,0.21425,2.1353447437286377,0.21771428571428572
900,2.2064478397369385,0.23,2.0727388858795166,0.22957142857142857
1000,2.029067277908325,0.2245,2.0550360679626465,0.23185714285714284
1100,2.123404026031494,0.23975,2.035562753677368,0.24257142857142858
1200,2.189502477645874,0.23775,2.0112783908843994,0.24614285714285714
1300,2.087036609649658,0.2545,2.003110408782959,0.247
1400,1.801199197769165,0.2405,1.9973130226135254,0.247
1500,2.1787381172180176,0.23475,1.9940643310546875,0.24728571428571428
1600,2.0266613960266113,0.2545,1.9886966943740845,0.25485714285714284
1700,1.735868215560913,0.2545,1.9871927499771118,0.25542857142857145
1800,1.8327548503875732,0.2545,1.9834563732147217,0.25457142857142856
1900,2.1430842876434326,0.2585,1.98252534866333,0.2537142857142857
2000,1.9891574382781982,0.259,1.9797677993774414,0.256
2100,2.0887346267700195,0.26175,1.986920714378357,0.26085714285714284
2200,2.033107280731201,0.25675,1.9673508405685425,0.2622857142857143
2300,1.9730474948883057,0.261,1.958479881286621,0.261
2400,2.0649232864379883,0.25425,1.9542549848556519,0.2612857142857143
2500,1.9999797344207764,0.256,1.9534651041030884,0.263
2600,1.756856918334961,0.27925,1.9411381483078003,0.27185714285714285
2700,2.101261615753174,0.28975,1.9334638118743896,0.283
2800,1.8692814111709595,0.29575,1.9387128353118896,0.30342857142857144
2900,1.771169900894165,0.29725,1.924133062362671,0.303
3000,2.1134142875671387,0.29675,1.9012690782546997,0.29928571428571427
3100,1.796791672706604,0.279,1.9053446054458618,0.28914285714285715
3200,1.9135602712631226,0.318,1.9019036293029785,0.3172857142857143
3300,2.1069655418395996,0.2925,1.8937182426452637,0.3078571428571429
3400,1.8850212097167969,0.3105,1.8213415145874023,0.3365714285714286
3500,1.9262754917144775,0.3395,1.8154478073120117,0.33214285714285713
3600,1.9983208179473877,0.34375,1.7798458337783813,0.3457142857142857
3700,1.6143875122070312,0.3355,1.7800389528274536,0.3465714285714286
3800,1.8754087686538696,0.364,1.7466156482696533,0.35414285714285715
3900,1.5908464193344116,0.333,1.731691837310791,0.33914285714285713
4000,1.6449159383773804,0.357,1.7216689586639404,0.349
4100,1.7040382623672485,0.345,1.7185412645339966,0.3484285714285714
4200,1.9027026891708374,0.342,1.7177461385726929,0.3485714285714286
4300,1.8528200387954712,0.3565,1.7171107530593872,0.3585714285714286
4400,1.6933828592300415,0.36525,1.7066128253936768,0.36514285714285716
4500,1.7939250469207764,0.35225,1.7122820615768433,0.3618571428571429
4600,1.509731650352478,0.3705,1.6928155422210693,0.36757142857142855
4700,1.861291527748108,0.3575,1.6926825046539307,0.37
4800,1.739596962928772,0.3645,1.7029011249542236,0.36542857142857144
4900,1.518135905265808,0.3655,1.7026681900024414,0.366
5000,1.5653045177459717,0.3725,1.6879913806915283,0.3712857142857143
5100,1.9067977666854858,0.37925,1.6711704730987549,0.381
5200,1.7195791006088257,0.381,1.686119556427002,0.381
5300,1.9152543544769287,0.384,1.677809715270996,0.37642857142857145
5400,1.5669612884521484,0.37925,1.6600240468978882,0.37914285714285717
5500,1.5479830503463745,0.3965,1.6494574546813965,0.386
5600,1.5140111446380615,0.38575,1.6518421173095703,0.38457142857142856
5700,1.6219384670257568,0.383,1.6442320346832275,0.38557142857142856
5800,1.766466736793518,0.3845,1.6482058763504028,0.384
5900,1.7637039422988892,0.3795,1.6313048601150513,0.3921428571428571
6000,1.6853106021881104,0.3955,1.633170247077942,0.3911428571428571
6100,1.8521379232406616,0.3935,1.6263314485549927,0.392
6200,1.4018782377243042,0.37825,1.6303901672363281,0.3965714285714286
6300,1.4423997402191162,0.37925,1.6387144327163696,0.3944285714285714
6400,1.8522922992706299,0.397,1.626274585723877,0.39885714285714285
6500,1.659444808959961,0.37775,1.6377395391464233,0.38771428571428573
6600,1.6211204528808594,0.36575,1.607926368713379,0.38585714285714284
6700,1.3104610443115234,0.385,1.6018134355545044,0.39471428571428574
6800,1.6094039678573608,0.39475,1.5903164148330688,0.39385714285714285
6900,1.5647311210632324,0.38675,1.584423303604126,0.3942857142857143
7000,1.703580617904663,0.3755,1.6579830646514893,0.36957142857142855
