step,train_loss,train_acc,dev_loss,dev_acc
0,31.74826431274414,0.124,36.5084228515625,0.11157142857142857
100,1.5699385404586792,0.60975,1.3547066450119019,0.615
200,1.2240660190582275,0.66025,1.1180540323257446,0.6621428571428571
300,0.9734671115875244,0.69675,0.9093151688575745,0.7014285714285714
400,0.759946882724762,0.7225,0.8716630339622498,0.71
500,0.6571109890937805,0.74875,0.7754855751991272,0.7457142857142857
600,0.5942011475563049,0.73675,0.7499937415122986,0.7494285714285714
700,0.6689161658287048,0.7585,0.7602772116661072,0.749
800,0.6587322354316711,0.759,0.7187601327896118,0.7587142857142857
900,0.690450131893158,0.78275,0.7135087847709656,0.7725714285714286
1000,0.7917941212654114,0.7775,0.7000625133514404,0.7737142857142857
1100,0.6717112064361572,0.76675,0.6955755949020386,0.7691428571428571
1200,0.6390618681907654,0.787,0.6682600975036621,0.7821428571428571
1300,0.5499374270439148,0.79575,0.6559109091758728,0.7821428571428571
1400,0.6312956809997559,0.78625,0.6288425922393799,0.7894285714285715
1500,0.6386873722076416,0.79075,0.6282032132148743,0.7882857142857143
1600,0.62212735414505,0.799,0.6268763542175293,0.7892857142857143
1700,0.7804540395736694,0.7955,0.6476178765296936,0.7742857142857142
1800,0.6230924725532532,0.787,0.6317176818847656,0.7934285714285715
1900,0.5669305920600891,0.7945,0.6093292832374573,0.7984285714285714
2000,0.7279243469238281,0.79575,0.6124383211135864,0.7998571428571428
2100,0.6180397272109985,0.8135,0.6135892868041992,0.7934285714285715
2200,0.4754793047904968,0.8045,0.6067180037498474,0.8002857142857143
2300,0.5474041700363159,0.79025,0.6132619380950928,0.7948571428571428
2400,0.5097606182098389,0.8115,0.59381103515625,0.8047142857142857
2500,0.5532895922660828,0.8105,0.605558454990387,0.7995714285714286
2600,0.5945361256599426,0.8095,0.5881922841072083,0.8007142857142857
2700,0.571865975856781,0.79825,0.616432249546051,0.7982857142857143
2800,0.48524144291877747,0.8025,0.6031046509742737,0.7928571428571428
2900,0.6211130023002625,0.8095,0.5931736826896667,0.7962857142857143
3000,0.5862379670143127,0.80525,0.5873240828514099,0.8005714285714286
