step,train_loss,train_acc,dev_loss,dev_acc
0,44.82267761230469,0.188,84.88435363769531,0.18485714285714286
100,1.8853658437728882,0.27575,1.8227139711380005,0.2787142857142857
200,2.2253024578094482,0.30575,1.7640292644500732,0.3172857142857143
300,1.7177982330322266,0.3115,1.6984723806381226,0.3232857142857143
400,1.959734559059143,0.32775,1.7118523120880127,0.3127142857142857
500,2.145319938659668,0.2805,1.7589974403381348,0.293
600,2.0264036655426025,0.329,1.7492276430130005,0.3387142857142857
700,1.398269772529602,0.347,1.6548750400543213,0.35114285714285715
800,1.3809508085250854,0.363,1.6762138605117798,0.36628571428571427
900,1.735311508178711,0.3575,1.6312977075576782,0.355
1000,1.700900673866272,0.36475,1.626922607421875,0.36357142857142855
1100,1.6613985300064087,0.362,1.6339644193649292,0.3668571428571429
1200,1.6837053298950195,0.3815,1.6316803693771362,0.3702857142857143
1300,1.5773067474365234,0.47275,1.438170313835144,0.4868571428571429
1400,1.5247759819030762,0.53375,1.3997371196746826,0.5452857142857143
1500,1.036632776260376,0.59325,1.2305320501327515,0.61
1600,0.8742861747741699,0.595,1.1678045988082886,0.6154285714285714
1700,1.0954844951629639,0.63325,1.1294869184494019,0.6194285714285714
1800,1.0306453704833984,0.6565,1.0103679895401,0.6747142857142857
1900,0.8599591255187988,0.68875,0.9414229393005371,0.68
2000,0.8874402046203613,0.694,0.9509077072143555,0.694
2100,1.2118895053863525,0.688,0.9377129673957825,0.6801428571428572
2200,0.8148834109306335,0.6695,0.9585534334182739,0.6838571428571428
2300,0.7472785711288452,0.7155,0.8133457899093628,0.7201428571428572
2400,0.7670580148696899,0.69225,0.8950992822647095,0.7088571428571429
2500,0.6252743601799011,0.7165,0.8182728886604309,0.7254285714285714
